Incident_ID,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Shots-Fired Category ,Active_Shooter_FBI
19870213AZORM,13/02/1987,Winter,Orme School,Mayer,AZ,Other,Field (General),Outside on School Property,No,Night,20:30:00,Anger over possibly being suspended from school,"A 17 year-old male shooter was intoxicated at the time of the shooting and identified with fictional character Charles Decker. Shooter was recently suspended. Shooter when to the shooting range of the school (private school with residential campus) and tricked a teacher into letting him hold one of the guns. Shooter then shot the teacher, grabbed a shotgun, and began running through campus shooting and injuring 3 different teachers. Shooter was killed by police. Weapons: .45 caliber; shotgun. Shooter was to be captain of next year’s football team and was a member of the wrestling team. He was described as an experienced hunter and an avid outdoorsman. Friends said he was not a troublemaker. He was “a genuinely friendly young man and a good athlete, a very able boy, who wasn't working up to his capacity . . . a B-plus student who was making Cs.”",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,Yes,>5,>10,Yes
19870224NYMON,24/02/1987,Winter,Mount Tom Country Day School,New Rochelle,NY,Other,Parking Lot,Outside on School Property,Yes,School Start,08:30:00,Parent was target in assassination attempt after dropping daughter off at school,"Victim dropped her 4-year old daughter off at day school. When walking back to car, two men approached, yelled ""that's her"", shot her several times, and fled the scene.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,4.00,<5,
19870302MODED,02/03/1987,Spring,Dekalb High School,De Kalb,MO,High,Classroom,Inside School Building,Yes,Morning Classes,08:25:00,"Shooter bullied, took out gun in class, shot friend then self","Shooter had been the victim of relentless bullying for being overweight. When the shooter pulled the gun out in the front of the classroom, students heckled him for bringing a toy gun to school. The shooters friend approached him and tried to take the gun away. The shooter fired killing him then killed himself.",Bullying,Neither,No,No,No,No,Yes,No,No,No,2.00,<5,
19870306TXRIE,06/03/1987,Spring,Riverside High School,El Paso,TX,High,Parking Lot,Outside on School Property,Yes,Lunch,,Bystander shot during fight that escalated,"Fued between two families - during lunch hour students were outside in parking lot - one student threw a rock at a car passing by. Occupants of car stopped, got out, and fired into crowd. Victim who was shot was not target.",Escalation of Dispute,Random Shooting,No,No,No,No,No,No,No,No,<10,<10,
19870330CAPAS,30/03/1987,Spring,Panorama Elementary School,Santa Ana,CA,Elementary,Classroom,Inside School Building,Yes,Morning Classes,11:17:00,"Suicide in front of class, no relation to school","44 YOF with no relation to school within school classroom and killed herself in front of 27 students and 2 teachers. Gun misfired on first shot, point gun at wall, fired, then shot herself in the head. Son said she was emotionally disturbed.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,2.00,<5,
19870416MIMUD,16/04/1987,Spring,Murray-Wright High School,Detroit,MI,High,Inside School Building,Inside School Building,Yes,Lunch,12:00:00,Shooter had conflict with two victims a day prior - took gun to school and shot them both ,"The shooter (14YOM) had a fight with the two victims the day prior. The shooter targeted each of the victims during the school day. A female student was hit in the crossfire. This was violent period of time in the Detroit area, 91 students (age 16 or under) were shot in the city during 1987.",Escalation of Dispute,Both,No,No,No,No,,No,No,No,<10,<10,
19870430ORGRP,30/04/1987,Spring,Grant High School,Portland,OR,High,Outside on School Property,Outside on School Property,Yes,Afternoon Classes,14:15:00,Shooter shot victim during fight,"Shooter was squared off in a fight with victim. In court, shooter stated he shot victim because he thought victim was reaching for gun",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,3.00,<5,
19870503INPII,03/05/1987,Spring,Pike Township High School,Indianapolis,IN,High,Hallway,Inside School Building,No,Not a School Day,11:30:00,Shooter shot music teacher during foiled burglary at school over weekend,Music teacher surprises burglar inside school. Burglar shoots teacher in head and beats him several times with hammer before escaping.,Illegal Activity,Random Shooting,No,No,No,No,No,No,No,No,1.00,<5,
19870506FLLET,06/05/1987,Spring,Leto High School,Tampa,FL,High,Classroom,Inside School Building,Yes,Morning Classes,09:20:00,Shooter shot self in English class for doing poorly in school ,Student who was doing poorly in English literature stood at the end of class and shot himself in the head with his father's .38 caliber handgun - no warnings; ,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19870506ARMAJ,06/05/1987,Spring,MacAuthur Junior High,Jonesboro,AR,Junior High,Classroom,Inside School Building,Yes,Morning Classes,,Student shot self in front of class.,"Shooter pointed pistol at classmate and said ""this should be for you,"" he then turned pistol on himself",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19870513ILOAO,13/05/1987,Spring,Oak Lawn Community High School,Oak Lawn,IL,High,Inside School Building,Inside School Building,Yes,Morning Classes,,Suicide attempt after being turned down for prom,"Shooter gave suicide note to girl he had dated briefly but refused to go to prom with him - Shooter also gave pistol to friend and told him of plan - friend secretly removed bullet to keep shooter from attempt but shooter later reloaded - after reading note, girl went to get school counselor, but shooter shot himself in chest with father's .25 caliber",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19870928ILILL,28/09/1987,Fall,Illiana Christian High School,Lansing,IL,High,Inside School Building,Inside School Building,Yes,Afternoon Classes,,Anger at teacher for reporting him for smoking,Shooter brought a .22 pistol to school and showed it off during the school day to multiple students. Shooter said he was going to shoot another student he had an ongoing dispute with. Shooter had an confrontation with the other student but the weapon was not involved. Shooter had been caught by a teacher for smoking the week prior and kicked off the soccer team. Student left class in the afternoon and confronted the teacher shooting him once in the chest. The student was arrested outside of the school with the gun 30 minutes later.,Anger Over Grade/Suspension/Discipline,,No,No,No,No,,No,No,No,<5,<5,
19871014ILDUC,14/10/1987,Fall,DuSable High School,Chicago,IL,High,Hallway,Inside School Building,Yes,Morning Classes,08:00:00,Shooting following ongoing dispute.,"Student shot in chest, and later died, while walking through third floor hallway in between classes. Suspect later caught. Possible gang related.",Escalation of Dispute,,No,No,No,No,,,Yes,No,1.00,<5,
19871030NCSOK,30/10/1987,Fall,Southwood Elementary School,Kingston,NC,Elementary,Parking Lot,Outside on School Property,No,School Event,21:00:00,Escalation of on going fight about a girl,Several students were attending a Halloween Party at the local elementary school. Two groups of students were in parking lot. One group said something disrespectful to a girl in the other group - someone threw a bottle. The subject who threw bottle was then shot at along with his two friends - two victims hit.,Escalation of Dispute,,Yes,No,No,No,No,No,No,No,3.00,<5,
19871031SCANA,31/10/1987,Fall,Andrews High School,Andrews,SC,High,Football Field/Track,Outside on School Property,No,Sport Event,20:00:00,8 students wounded when someone fired shotgun into bleachers,A students seated in the band section of the bleachers were wounded when someone fired a shotgun near the end of the high school football game. Shooter fled. No arrests made.,Indiscriminate Shooting,Random Shooting,No,No,No,No,null,No,No,null,1.00,<5,No
19871104MISOD,04/11/1987,Fall,Southwestern High School,Detroit,MI,High,Parking Lot,Outside on School Property,Yes,Morning Classes,10:50:00,Shot during robbery attempt,Student was sitting in his car in HS parking lot - male walks up carrying gun and asks for money - victim stated he didn't have any - suspect shot victim in face,Illegal Activity,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19871114FLCLC,14/11/1987,Fall,Clearwater High School,Clearwater,FL,High,Outside on School Property,Outside on School Property,No,,,Suicide in school parking lot. Found Saturday by maintenance,Student shot himself in the chest - left notes that he was unhappy with his life. ,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,,N/A,
19871130TXPES,30/11/1987,Fall,Perales Elementary School,San Antonio,TX,Elementary,Parking Lot,Outside on School Property,Yes,Dismissal,15:50:00,"Murder of wife, then shot/killed self in school parking lot","Despondent husband shoots/kills wife in Elementary School parking lot where she was a teacher, then shoots/kills self",Murder/Suicide,Victims Targeted,No,No,No,No,No,Yes,No,No,2.00,<5,
19871202FLENJ,02/12/1987,Winter,Englewood High School,Jacksonville,FL,High,Parking Lot,Outside on School Property,Yes,,,Shot principals car in parking lot,16 year old high school male was arrested after firing two rounds from his .357 magnum into the door of the new car belonging to the dean of the girls at the school,Intentional Property Damage,NA,No,No,No,No,,,No,,2.00,<5,
19871204NYEAN,04/12/1987,Winter,East New York High School of Transit Technology,New York,NY,High,Hallway,Inside School Building,Yes,Afternoon Classes,12:55:00,Shooter was hired by victim to kill her / failed attempt,"23 year old female student had just been diagnosed with MS - asked 17 year old student to shoot/kill her. After two weeks she talked him into it - gave him $100 to buy gun. He shot her in school stairwell, but only hit her in shoulder. Teacher initially told police she did not see assailant, but later confessed.",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,No,No,No,2.00,<5,
19871215NYGRB,15/12/1987,Winter,Grady Vocational-Technical School,Brighton Beach,NY,High,Inside School Building,Inside School Building,Yes,Morning Classes,09:45:00,Accidental discharge showing off gun,Victim was shot in the hand by another student who brought gun to school to show off - shooter was later arrested and charged.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1.00,<5,
19871216TXMAK,16/12/1987,Winter,Mayde Creek High School,Katy,TX,High,Classroom,Inside School Building,Yes,Morning Classes,10:00:00,Commit suicide in front of class after girl refused to date him,Shooter walked to front of algebra class and shot himself with .357 Magnum. Shooter was obsessed with girl and she would not date him. She had told school administrators about him. He told her the night prior he was planning suicide,Suicide/Attempted,,No,No,No,No,,No,No,No,1.00,<5,
19880105PASPS,05/01/1988,Winter,Springfield High School,Springfield,PA,High,Basketball Court,Outside on School Property,No,Sport Event,21:00:00,Shots fired during basketball game,Escalation of ongoing conflict which took place after basketball game. 20YOM shooter shot 17YOM student.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19880106FLGAT,06/01/1988,Winter,Gaither High School,Tampa,FL,High,Parking Lot,Outside on School Property,Yes,Morning Classes,11:00:00,Suicide in school parking lot,Shooter was distraught over a mix up of not returning video tapes to store - though she may be charged with theft. - used step-father's weapon - shot self in school parking lot. ,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19880108PACRM,08/01/1988,Winter,Crawford County Joint Vocational Technical School,Meadville,PA,High,Inside School Building,Inside School Building,Yes,Morning Classes,08:45:00,Reports were unclear - police were not sure if victim was shot by someone else or if he shot himself,Police were unsure if victim was shot by someone else or if he shot himself,Unknown,,No,No,No,No,,,No,,1.00,<5,
